Hotel_Name,Hotel_Rating,City,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Hotel_Price,Stars
Radhe Upavan Resort,4.4,ahmedabad,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Restaurant,Room service,5206,3
Agrasen Foundation,4.2,ahmedabad,0,0,0,0,0,0,0,0,1765,0
Aarya Grand Hotels & Resorts,4.2,ahmedabad,Free breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Airport shuttle,3091,3
DoubleTree by Hilton Ahmedabad,4.5,ahmedabad,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant,6182,5
"Fortune Select SG Highway, Ahmedabad - Member ITC's hotel group",4.3,ahmedabad,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Restaurant,Room service,Airport shuttle,4929,5
in&out AC Dormitory Ahmedabad,4.1,ahmedabad,Free Wi-Fi,Paid parking,Pool,Restaurant,Airport shuttle,Full-service laundry,0,0,646,1
Tribecca Select,4.3,ahmedabad,Free breakfast,Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Kitchen,Airport shuttle,2097,3
BloomSuites | Ahmedabad,4.2,ahmedabad,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Restaurant,Room service,4333,4
Deewanji Ni Haveli | Rooms & Restaurant,2.8,ahmedabad,3 bedrooms,Air conditioning,Fireplace,Paid parking,Free Wi-Fi,No crib,No elevator,No fitness center,5003,12
"Welcomhotel By ITC Hotels, Ashram Road, Ahmedabad",4.6,ahmedabad,Free breakfast,Free Wi-Fi,Free parking,Hot tub,Fitness center,Spa,Restaurant,Room service,5543,5
Hyatt Regency Ahmedabad,4.4,ahmedabad,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant,6552,5
"Holiday Inn Amritsar Ranjit Avenue, an IHG Hotel",4.4,amritsar,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Bar,Restaurant,6630,5
Regenta Central Amritsar,4.2,amritsar,Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Fitness center,Spa,Bar,Restaurant,5599,5
Fairfield by Marriott Amritsar,4.3,amritsar,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Bar,Restaurant,5509,4
Regenta Central Amritsar,4.2,amritsar,Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Fitness center,Spa,Bar,Restaurant,4117,5
Courtyard by Marriott Amritsar,4.4,amritsar,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,6046,5
Hyatt Regency Amritsar,4.3,amritsar,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Spa,Bar,Restaurant,8367,5
Fabhotels - Hotel Le Golden,3.8,amritsar,Free Wi-Fi,Paid parking,Pool,Air conditioning,Restaurant,Room service,Kitchen,Full-service laundry,1326,3.545108005
Regenta Place Amritsar,4.2,amritsar,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,4321,4
Madpackers Amritsar,4.4,amritsar,Kitchen,Full-service laundry,0,0,0,0,0,0,732,3.545108005
"Taj Swarna, Amritsar",4.4,amritsar,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,11800,5
Ramada by Wyndham Amritsar,4.3,amritsar,Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Fitness center,Restaurant,Room service,6660,4
Treehouse London Street Amritsar,4.1,amritsar,Free Wi-Fi,Paid parking,Pool,Restaurant,Room service,Full-service laundry,0,0,2669,3.545108005
HolidayVilla Amritsar,4.9,amritsar,Free breakfast,Free Wi-Fi,Air conditioning,Room service,Kitchen,Full-service laundry,0,0,2455,4
"Holiday Inn Amritsar Ranjit Avenue, an IHG Hotel",4.4,amritsar,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Bar,Restaurant,5991,5
Hotel Amritsar International,4,amritsar,Free breakfast,Wi-Fi,Pool,Air conditioning,Restaurant,Room service,Full-service laundry,Kid-friendly,1900,3
Hotel Anchit - Walking Distance To Golden Temple,4.4,amritsar,Free Wi-Fi,Pool,Air conditioning,Room service,Full-service laundry,Smoke-free,0,0,1176,3.545108005
Amritsar Grand Hotel By Levelup Hotels,4.8,amritsar,Free Wi-Fi,Paid parking,Pool,Air conditioning,Pet-friendly,Restaurant,Room service,Airport shuttle,2306,3.545108005
BR Grand Amritsar,4.4,amritsar,Paid parking,Pool,Restaurant,Room service,Kitchen,Full-service laundry,0,0,2326,3.545108005
"Serenity Bangla, Amritsar",4.2,amritsar,1 bedroom,Air conditioning,Fireplace,Kitchen,Free parking,Free Wi-Fi,No crib,No elevator,2485,4
The Landmark Amritsar : Near Golden Temple,4.3,amritsar,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Business center,3581,3
Hotel Sapphire Opposite Golden Temple,4.1,amritsar,Breakfast,Free Wi-Fi,Paid parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,2246,3
Shine Star By Tag Your Trip Near Golden Temple,3.8,amritsar,Sleeps 9,3 bedrooms,Air conditioning,Fireplace,Kitchen,Cable TV,Paid parking,Free Wi-Fi,820,3.545108005
Amritsar Grand Hotel By Levelup Hotels,4.8,amritsar,Free Wi-Fi,Paid parking,Pool,Air conditioning,Pet-friendly,Restaurant,Room service,Airport shuttle,2999,3.545108005
Fairfield by Marriott Amritsar,4.3,amritsar,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Bar,Restaurant,6047,4
Hotel Nagpal REGENCY,3.9,ludhiana,Breakfast,Wi-Fi,Free parking,Air conditioning,Bar,Restaurant,Room service,Airport shuttle,2666,3
Hotel Gulmor - Hotel in Ludhiana,4,ludhiana,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Full-service laundry,2472,3
"Radisson Blu Hotel, Ludhiana",4.4,ludhiana,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,7602,5
Hotel Brown,3.5,ludhiana,Breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Kitchen,Full-service laundry,0,903,3
Clarks Inn Express Ludhiana,4.7,ludhiana,Paid parking,Pool,Room service,Kitchen,Full-service laundry,0,0,0,3948,3.545108005
Hotel Gulmor - Hotel in Ludhiana,4,ludhiana,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Full-service laundry,3058,3
Keys Select Ludhiana - By Lemon Tree Hotels,3.9,ludhiana,Free breakfast,Wi-Fi,Free parking,Air conditioning,Fitness center,Bar,Restaurant,Room service,3078,3
Hotel Ludhiana Regency,4.2,ludhiana,Free Wi-Fi,Free parking,Bar,Restaurant,Room service,Kitchen,Full-service laundry,Kid-friendly,1562,3.545108005
Regenta Central Klassik,4.3,ludhiana,Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Fitness center,Spa,Bar,4941,4
The Palm Court,4.3,ludhiana,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Bar,Restaurant,Room service,Full-service laundry,4326,4
Hotel Maharaja Regency,4.4,ludhiana,Free breakfast,Wi-Fi,Paid parking,Pool,Air conditioning,Bar,Restaurant,Room service,4792,3
Hotel The Retro Regency,4.4,ludhiana,Free Wi-Fi,Paid parking,Air conditioning,Restaurant,Room service,Full-service laundry,Smoke-free,0,1679,3.545108005
Hotel Kohinoor Palace & Banquets,3.9,ludhiana,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,1905,3
Park Plaza Ludhiana,4.2,ludhiana,Breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Fitness center,Spa,Bar,8057,5
Leo Fort Hotel,3.9,ludhiana,Wi-Fi,Air conditioning,Restaurant,Room service,Kitchen,Full-service laundry,Kid-friendly,0,2735,3.545108005
Hotel NAT GRAND REGENCY,5,ludhiana,Free Wi-Fi,Free parking,Air conditioning,Bar,Restaurant,Room service,Full-service laundry,Accessible,2912,3.545108005
AAGAAZ Hotel,4.4,ludhiana,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Full-service laundry,Accessible,2615,3.545108005
Grand Marian Hotel,4.1,ludhiana,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Restaurant,Room service,Airport shuttle,2995,3
Hyatt Regency Ludhiana,4.4,ludhiana,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Bar,Restaurant,11266,5
Itsy By Treebo - P Grand,4,ludhiana,Free Wi-Fi,Air conditioning,Room service,Kitchen,Full-service laundry,Kid-friendly,0,0,1733,3.545108005
The Stories,4,ludhiana,Free Wi-Fi,Free parking,Pool,Restaurant,Room service,Kitchen,Full-service laundry,Accessible,3359,3.545108005
Hotel Hyphen Premier,4.2,meerut,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Accessible,2094,3
CAPITAL O74359 Hotel Mukut Mahal,3.7,meerut,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Pet-friendly,Room service,Full-service laundry,Kid-friendly,1370,3
Hotel travel inn,3.6,meerut,Free Wi-Fi,Paid parking,Pool,Air conditioning,Kitchen,Full-service laundry,0,0,815,3
Hotel DownTown,4.1,meerut,Pool,Kitchen,Full-service laundry,Smoke-free,0,0,0,0,947,3.545108005
Garden City Resorts | Rooms & Restaurant,3.8,meerut,3 bedrooms,Air conditioning,Elevator,Fireplace,Cable TV,Paid parking,No crib,No fitness center,3220,9
Hotel Hyphen Premier,4.2,meerut,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Accessible,2010,3
Crystal Palace,3.9,meerut,Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Bar,Restaurant,Room service,Airport shuttle,2673,3
CAPITAL O74359 Hotel Mukut Mahal,3.7,meerut,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Pet-friendly,Room service,Full-service laundry,Kid-friendly,674,3
The Grand Alora | Best Family Restaurent in Meerut,4.7,meerut,0,0,0,0,0,0,0,0,2492,0
Hotel Green Embassy (Rooms and Restaurant),4.1,meerut,0,0,0,0,0,0,0,0,1814,0
-,3.9,meerut,Paid parking,Air conditioning,Kitchen,Full-service laundry,0,0,0,0,4680,3.545108005
Hotel Samrat Heavens,3.6,meerut,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Pet-friendly,Bar,Restaurant,Room service,2289,3
TIVOLI IMPERIAL RESORT,4.1,meerut,0,0,0,0,0,0,0,0,1803,0
3rd Milestone,4.4,meerut,0,0,0,0,0,0,0,0,2870,0
Green Serene Abode,4.9,meerut,Free Wi-Fi,Free parking,Air conditioning,Pet-friendly,Room service,Airport shuttle,Accessible,Kid-friendly,2652,3.545108005
Crystal Palace,3.9,meerut,Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Bar,Restaurant,Room service,Airport shuttle,2923,3
Hotel Samrat Heavens,3.6,meerut,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Pet-friendly,Bar,Restaurant,Room service,2298,3
Grand Mercure Vadodara Surya Palace,4.4,vadodara,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant,4237,5
"The Fern - An Ecotel Hotel, Vadodara",4.2,vadodara,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Restaurant,Room service,Airport shuttle,4535,4
Courtyard by Marriott Vadodara,4.5,vadodara,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant,3920,5
Shagun Residency,3.5,vadodara,Free breakfast,Free Wi-Fi,Air conditioning,Restaurant,Room service,Full-service laundry,Kid-friendly,0,835,4
Agrawal bhavan guest house,3.5,vadodara,Free Wi-Fi,Free parking,Pool,Full-service laundry,0,0,0,0,657,2
Grand Mercure Vadodara Surya Palace,4.4,vadodara,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant,3770,5
Hotel Royal Vadodara,3.4,vadodara,Breakfast,Paid parking,Pool,Air conditioning,Restaurant,Room service,Kitchen,Full-service laundry,883,2
Four Points by Sheraton Vadodara,4.2,vadodara,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Restaurant,Room service,3919,4
Best Western Alkapuri,4,vadodara,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Restaurant,Room service,Airport shuttle,1529,3
Hotel Ideal vadodara,3.9,vadodara,Free Wi-Fi,Air conditioning,Room service,Kitchen,Full-service laundry,Kid-friendly,0,0,876,3
Kabir Hotel and Spa,4.4,vadodara,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant,3240,3
Effotel By Sayaji Vadodara,4.4,vadodara,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Restaurant,Room service,Airport shuttle,2874,3
Regenta Inn Vadodara,4,vadodara,Free breakfast,Wi-Fi,Free parking,Air conditioning,Fitness center,Spa,Restaurant,Room service,2352,3
Sayaji Hotel Vadodara,4.4,vadodara,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant,4659,5
Royal Orchid Central,4.2,vadodara,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Restaurant,Room service,3031,4
7 Apple Hotel - Vadodara,4.4,vadodara,Free breakfast,Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Accessible,1352,3
Hotel Express Residency,4.2,vadodara,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Restaurant,Room service,Airport shuttle,3106,4
Comfort Inn Donil,3.8,vadodara,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Pet-friendly,Fitness center,Restaurant,2179,3
Vivanta Vadodara,4.4,vadodara,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant,8476,5
Ginger Vadodara,3.9,vadodara,Free Wi-Fi,Paid parking,Air conditioning,Fitness center,Breakfast,Full-service laundry,Kid-friendly,0,2462,3
Four Points by Sheraton Vadodara,4.2,vadodara,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Restaurant,Room service,3920,4
Hotel Casa Vadodara (Treebo Trend Casa),3.9,vadodara,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,2400,3
Treebo Trip Kiran - Hotel in Raipur,4,raipur,Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Restaurant,Room service,Airport shuttle,2675,3
The Downton Hotel,4,raipur,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Bar,Restaurant,Room service,Airport shuttle,3301,3.545108005
Hotel Meera,3.8,raipur,Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Restaurant,Room service,Kitchen,959,3
"Tulip Arena | Hotel, Club & Events by SGL |",4.6,raipur,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Restaurant,Room service,Kitchen,2586,3.545108005
Le Roi Raipur Hotel,4.1,raipur,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,1789,3
Club Paraiso,4.3,raipur,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant,2564,3
Aloha City Stay,4,raipur,Free breakfast,Wi-Fi,Paid parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,808,2
Hotel Shivam Residency,3.9,raipur,Free Wi-Fi,Paid parking,Pool,Air conditioning,Room service,Kitchen,Airport shuttle,Full-service laundry,1291,3.545108005
"Hotel Singhania Sarovar Portico,Raipur",4.1,raipur,Free breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,4032,4
Hyatt Raipur,4.3,raipur,Breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Bar,Restaurant,Room service,6188,5
Sayaji Hotel Raipur,4.3,raipur,Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Fitness center,Bar,Restaurant,4381,4
Shri Shiva Palace,3.7,raipur,Air conditioning,Kitchen,Airport shuttle,Full-service laundry,Kid-friendly,0,0,0,736,3
Citrus Prime Raipur,4.2,raipur,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Kid-friendly,2544,3
Hotel Vennington Court,4,raipur,Breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,3297,4
"Babylon International, Raipur",4.1,raipur,Free breakfast,Free Wi-Fi,Free parking,Pool,Restaurant,Room service,Kitchen,Airport shuttle,3977,4
Hotel Grand Canyon,3.9,raipur,Breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,4479,4
"Babylon Capital, Raipur",4.2,raipur,Free Wi-Fi,Free parking,Pool,Air conditioning,Spa,Restaurant,Room service,Full-service laundry,4875,3.545108005
Hotel Trimurti Inn,3.8,raipur,Free breakfast,Free Wi-Fi,Paid parking,Pool,Air conditioning,Restaurant,Kitchen,Full-service laundry,659,3
Hotel Punjab Palace,4,raipur,Free breakfast,Wi-Fi,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,Kid-friendly,1583,3
Hotel Shanti Home,3.4,raipur,Free Wi-Fi,Paid parking,Pool,Air conditioning,Restaurant,Room service,Kitchen,Full-service laundry,1391,3
Hotel Vennington Court,4,raipur,Breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,3297,4
Hotel Simran,4,raipur,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Bar,Restaurant,Room service,Airport shuttle,1764,3
Treebo Trend C Plaza - MG Road Vijayawada,4.3,vijayawada,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Kitchen,Full-service laundry,2235,3
Treebo Trend Alankar Inn,3.7,vijayawada,Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Restaurant,Room service,Full-service laundry,Business center,2769,3
Hotel Sree Vasudev,4.2,vijayawada,Pool,Air conditioning,Room service,Kitchen,Airport shuttle,Full-service laundry,Accessible,0,491,3.545108005
Hotel Kosala,4.3,vijayawada,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Kitchen,Full-service laundry,1460,3
"Lemon Tree Premier,Vijayawada",4.4,vijayawada,Free Wi-Fi,Free parking,Pool,Fitness center,Spa,Restaurant,Room service,Kitchen,4949,3.545108005
Hotel Mamata,3.5,vijayawada,Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,944,3
Mango Hotels Vybrant,4.1,vijayawada,Free breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Kitchen,2486,3
New Continental Park Hotel,3.9,vijayawada,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Accessible,2100,3
"Red Fox Hotel, Vijayawada",4,vijayawada,Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Kitchen,Airport shuttle,Full-service laundry,3149,3.545108005
"PARK IRIS HOTELS, Vijayawada",4,vijayawada,Free Wi-Fi,Paid parking,Pool,Restaurant,Full-service laundry,0,0,0,2023,3.545108005
The Eden Park Boutique Hotel,4.4,vijayawada,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,Accessible,1995,3.545108005
Hotel Sai Rama,4.4,vijayawada,Free Wi-Fi,Paid parking,Pool,Air conditioning,Room service,Kitchen,Full-service laundry,Kid-friendly,1188,3.545108005
Hotel Minerva Grand Vijayawada,4,vijayawada,Free breakfast,Wi-Fi,Paid parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,3126,4
Vishnu Paradise,4.1,vijayawada,Free Wi-Fi,Free parking,Air conditioning,Pet-friendly,Restaurant,Room service,Kitchen,Airport shuttle,1519,3.545108005
Hotel Aira,4.1,vijayawada,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Accessible,2704,3
"Vivanta Vijayawada, MG Road",4.3,vijayawada,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,6600,5
Hotel Manorama,4,vijayawada,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Bar,Restaurant,Room service,Airport shuttle,3299,3
Haian - An Olive Tree Hotel - Hotel in Vijayawada,3.8,vijayawada,Free Wi-Fi,Paid parking,Pool,Air conditioning,Restaurant,Room service,Kitchen,Full-service laundry,1901,3.545108005
Hotel SK Riverfront,4.2,vijayawada,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Smoke-free,0,1533,3.545108005
Treebo Trend Arka Vijayawada,4.5,vijayawada,Free Wi-Fi,Paid parking,Pool,Room service,Kitchen,Full-service laundry,Business center,0,2044,3.545108005
Hotel Park N,3.9,vijayawada,Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,2776,3
Ibis Coimbatore City Centre,4.4,coimbatore,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Pet-friendly,Fitness center,Restaurant,Room service,3472,3
Hash Six Hotels,4.2,coimbatore,Free breakfast,Wi-Fi,Free parking,Pool,Air conditioning,Pet-friendly,Fitness center,Spa,3213,4
Hotel Grand Palace,4,coimbatore,Free Wi-Fi,Free parking,Air conditioning,Breakfast,Restaurant,Room service,Airport shuttle,Full-service laundry,1310,3
Holiday Residency,4.4,coimbatore,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Bar,Restaurant,2874,3
IVY Residency,4.4,coimbatore,Free parking,Air conditioning,0,0,0,0,0,0,1316,3.545108005
"Crystal Lake Suites, Coimbatore",4.7,coimbatore,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Kitchen,Full-service laundry,Accessible,1806,3.545108005
Sugam Hotel Pvt Ltd,3.2,coimbatore,Free breakfast,Free Wi-Fi,Room service,Full-service laundry,Kid-friendly,0,0,0,650,2
Hotel Lovely Nest,4,coimbatore,Wi-Fi,Free parking,Air conditioning,Pet-friendly,Kitchen,Airport shuttle,Full-service laundry,Kid-friendly,894,3.545108005
HOTEL RAAMUS,3.6,coimbatore,Free breakfast,Wi-Fi,Free parking,Air conditioning,Pet-friendly,Restaurant,Room service,Full-service laundry,968,1
Hotel Thaai Coimbatore - Opposite Railway Station,3.9,coimbatore,Free breakfast,Free Wi-Fi,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,Kid-friendly,1568,3
Hotel Vintage Castle,4.4,coimbatore,Free parking,Air conditioning,Room service,Airport shuttle,Full-service laundry,Accessible,Business center,0,1592,3.545108005
Hotel Kooloth Lake View Residency,3.5,coimbatore,Free breakfast,Free Wi-Fi,Air conditioning,Room service,Full-service laundry,Kid-friendly,0,0,881,2
iStay - Hotels in Coimbatore,4.3,coimbatore,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Full-service laundry,Kid-friendly,2502,3
Ibis Coimbatore City Centre,4.4,coimbatore,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Pet-friendly,Fitness center,Restaurant,Room service,3437,3
Hotel Chanma International,3.4,coimbatore,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Restaurant,Room service,1082,3
Chetinaad Courtyard,4.1,coimbatore,Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Restaurant,Room service,Full-service laundry,Kid-friendly,2500,3
"Welcomhotel By ITC Hotels, Race Course, Coimbatore- LEED® Platinum and Zero Carbon Certified Premium Hotel| Centrally located",4.5,coimbatore,Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Bar,Restaurant,5695,5
"HOTEL VIJAY PARK INN, RAMNAGAR, COIMBATORE, TAMILNADU",4.1,coimbatore,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Bar,Restaurant,Room service,Full-service laundry,2177,3
"FabHotel Jansi Deluxe - Hotel in Gandhipuram, Coimbatore",3.2,coimbatore,Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Room service,Kitchen,Full-service laundry,Kid-friendly,1411,3
Plaza Inn,4,coimbatore,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Restaurant,Room service,Airport shuttle,Full-service laundry,1646,3
IKON by Annapoorna,4.5,coimbatore,Free breakfast,Free Wi-Fi,Free parking,Air conditioning,Fitness center,Bar,Restaurant,Room service,4278,4
Itsy By Treebo - Corner stay,3.8,coimbatore,Free breakfast,Free Wi-Fi,Paid parking,Air conditioning,Room service,Kitchen,Full-service laundry,Kid-friendly,2453,3
Hotel The Grand Palace,4.1,ghaziabad,Free Wi-Fi,Free parking,Pool,Air conditioning,Pet-friendly,Fitness center,Spa,Room service,2132,3.545108005
The Roseman Hotel & Suites,4.3,ghaziabad,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Kitchen,Airport shuttle,2727,3.545108005
Taj Studios - Luxury Stay in Gaur City Mall (1st time in Greate Noida West),3.1,ghaziabad,1 bedroom,Air conditioning,Elevator,Fireplace,Kitchen,Cable TV,Paid parking,Free Wi-Fi,2335,3
Mahagun Sarovar Portico Suites,4.1,ghaziabad,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Spa,Restaurant,5040,4
Swiss Hotel,3.7,ghaziabad,Free breakfast,Paid parking,Pool,Restaurant,Room service,Full-service laundry,Kid-friendly,0,1519,3
The Roseman Hotel & Suites,4.3,ghaziabad,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Kitchen,Airport shuttle,2426,3.545108005
Hotel Royal Park,3.6,ghaziabad,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Bar,Restaurant,Room service,2258,3
"Country Inn & Suites by Radisson, Sahibabad, Distt Ghaziabad (U.P.)",4.5,ghaziabad,Free breakfast,Free Wi-Fi,Free parking,Pool,Hot tub,Air conditioning,Fitness center,Spa,8439,5
"Luxury Stay in Mall with PVR, Shopper Stop, Lifestyle, Food Court With All Brands",2.6,ghaziabad,1 bedroom,Air conditioning,Elevator,Fireplace,Kitchen,Paid parking,Free Wi-Fi,No crib,2237,2
Green Palms Hotel,4.1,ghaziabad,Free Wi-Fi,Paid parking,Pool,Bar,Restaurant,Room service,Kitchen,Full-service laundry,4023,3.545108005
Hotel Krishna Sagar NH 24,3.7,ghaziabad,Free breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Restaurant,Room service,Full-service laundry,2170,3
Golden Tulip Vasundhara,4.1,ghaziabad,Breakfast,Free Wi-Fi,Free parking,Pool,Air conditioning,Fitness center,Restaurant,Room service,7370,4
Kinsfolk,4,ghaziabad,Free Wi-Fi,Paid parking,Pool,Room service,Kitchen,Full-service laundry,0,0,1275,3.545108005
Rosellia Banquets & Suites,4.5,ghaziabad,0,0,0,0,0,0,0,0,1904,0
Hotel frank Inn,3.6,ghaziabad,Free Wi-Fi,Paid parking,Pool,Air conditioning,Kitchen,Full-service laundry,Kid-friendly,0,651,3
Hotel Royal Residency,3.6,ghaziabad,Free Wi-Fi,Paid parking,Air conditioning,Restaurant,Room service,Kitchen,Airport shuttle,Full-service laundry,1600,3
